0,# <SET>country</SET> #,*,*,<think><set name = "country"><map name="country_code"><star index = "2"/></map></set></think> Nice country: <formal><star index = "2"/></formal> and in which city?,travel.aiml
0,# <SET>cities</SET> #,*,*,<think><set name = "city"><star index = "2"/></set></think> Nice city: <formal><star index = "2"/></formal> and what day are you planning on going?,travel.aiml
0,# <SET>days</SET> #,*,*,<think><set name = "days"><map name="day_number"><star index = "2"/></map></set></think>Would you like to know what to wear on that day?,travel.aiml
0,HOLIDAY,*,*,Great I can help you with this which country are you going to?,travel.aiml
0,_ HOLIDAYS,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,HOLIDAYS *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ HOLIDAYS *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,CLOTHES,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ CLOTHES,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,CLOTHES *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ CLOTHES *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,WEAR,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ WEAR,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,WEAR *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ WEAR *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,TRAVEL,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ TRAVEL,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,TRAVEL *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ TRAVEL *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,TRAVELLING,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ TRAVELLING,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,TRAVELLING *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ TRAVELLING *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,BRING,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ BRING,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,BRING *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ BRING *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ WEATHER,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,WEATHER *,*,*,<srai>HOLIDAY</srai>,travel.aiml
0,_ WEATHER *,*,*,<srai>HOLIDAY</srai>,travel.aiml

0,# YES #,WOULD YOU LIKE TO KNOW WHAT TO WEAR ON THAT DAY,*,<func/>,travel.aiml
0,# NO #,WOULD YOU LIKE TO KNOW WHAT TO WEAR ON THAT DAY,*,Have a nice trip!,travel.aiml
